station_id,station_name,rides_started,rides_ended,net_outflow,total_activity
CHI01703,Public Rack - Norwood Park,14,14,0,28
875,Public Rack - Halsted St & 111th St,13,14,-1,27
CHI01330,Public Rack - Laramie Ave & Grand Ave,13,14,-1,27
904,Public Rack - Walden Pkwy & 99th St,13,14,-1,27
CHI01506,Public Rack - Division St & Christiana Ave,13,14,-1,27
1091.0,Public Rack - Mulligan Ave & 56th St,18,9,9,27
336,La Villita Park (Albany/30th),15,12,3,27
CHI01514,Public Rack - Kedzie Ave & Walnut St,14,13,1,27
CHI01027,Public Rack - Neva Ave & Grand Ave,13,14,-1,27
CHI01380,Public Rack - Martin Luther King Dr & 44th St,13,14,-1,27
1146.0,Public Rack - Bryn Mawr Ave & Milwaukee Ave,13,14,-1,27
782,Public Rack - Linder Ave & Archer Ave,14,13,1,27
345,Artesian Ave & 55th St,10,17,-7,27
852,Public Rack - Kildare Ave & Washignton Blvd,14,13,1,27
CHI01053,Public Rack - Trumbull Ave & 111th St,12,14,-2,26
938,Public Rack - Michigan Ave & 107th St,14,12,2,26
CHI00946,Public Rack - California Ave & Touhy Ave - SW,9,17,-8,26
388,Richmond St & 59th St,15,11,4,26
CHI00973,Public Rack - Kedzie Ave & 64th St - SE,8,18,-10,26
24396,Manistee Ave & 95th St,13,13,0,26
20128,S Wentworth Ave & W 111th St,14,12,2,26
334.0,Lawndale Ave & 30th St,18,8,10,26
365.0,Kildare Ave & 26th St,12,14,-2,26
CHI01403,Public Rack - King Dr & 115th St,12,14,-2,26
CHI01195,Public Rack - Chappel Ave & 71st St,12,14,-2,26
20240,Indiana Ave & 133rd St,18,8,10,26
1109.0,Public Rack - Milwaukee Ave & Sunnyside Ave,13,13,0,26
757,Public Rack - Kedzie Ave & 63rd St,14,12,2,26
1218.0,Public Rack - Central Park & Peterson,14,12,2,26
847,Public Rack - Brandon Ave & 91st St,13,13,0,26
1106.0,Public Rack - Irving Park Rd & Melvina Ave,11,15,-4,26
CHI00978,Public Rack - Yates Ave & 100th St,13,13,0,26
383,Campbell Ave & 51st St,15,11,4,26
CHI01809,Western Ave & 81st St,15,11,4,26
CHI01605,Public Rack - Peterson Ave & Milwaukee Ave,12,13,-1,25
CHI01640,Public Rack - Canfield & Victoria,12,13,-1,25
885,Public Rack - Ada St & 79th St,12,13,-1,25
CHI01140,Public Rack - Central Ave & Corcoran Pl,14,11,3,25
24341,Shields Ave & 57th St,8,17,-9,25
CHI01510,Public Rack - Kildare Ave & North Ave,10,15,-5,25
1084.0,Public Rack - Linder Ave & 64th Pl,12,13,-1,25
1231.0,Public Rack - Neenah & Archer,12,13,-1,25
CHI01371,Public Rack - Prairie Ave & Garfield Blvd S,11,14,-3,25
CHI01229,Public Rack - Forrestville Ave & 47th St,11,14,-3,25
1201.0,Public Rack - Austin & Higgins,13,12,1,25
1105.0,Public Rack - Irving Park Rd & Parkside Ave,11,14,-3,25
935,Public Rack - Lorel Ave & Grand Ave,12,13,-1,25
CHI01563,Public Rack - Irving Park Rd & Menard Ave,12,12,0,24
CHI01429,Public Rack - Leclaire Ave & Division St,11,13,-2,24
1040,Public Rack - Talman Ave & Pershing Rd,15,9,6,24
CHI01704,Public Rack - Kostner & Peterson,12,12,0,24
CHI01301,Public Rack - Western Ave & 105th St,12,12,0,24
CHI01426,Public Rack - Kingston Ave & 75th St,11,13,-2,24
CHI01474,Public Rack - Kostner Ave & Diversey Ave,10,14,-4,24
CHI01311,Public Rack - Christiana Ave & 55th St,12,12,0,24
859,Public Rack - Spaulding Ave & Foster Ave,12,12,0,24
CHI01644,Public Rack - Odell & Talcott,12,12,0,24
CHI01708,Public Rack - Parkside & Elston,11,13,-2,24
401,Kildare Ave & 47th St,8,16,-8,24
CHI01051,Public Rack - Milwaukee Ave & Waveland Ave,12,12,0,24
CHI01043,Public Rack - Austin Ave & Roscoe St,11,13,-2,24
1130.0,Public Rack - Elston Ave & Gunnison St,13,11,2,24
566,Public Rack - Narragansett Ave & Fullerton Ave,11,13,-2,24
1103.0,Public Rack - Irving Park Rd & Menard Ave,13,11,2,24
1147.0,Public Rack - Kedvale Ave & Peterson Ave,12,12,0,24
911,Public Rack - Emerald Ave & 43rd St,12,12,0,24
832,Public Rack - Christiana Ave & Archer Ave,13,11,2,24
24415,Michigan Ave & 113th St,15,8,7,23
CHI01719,Public Rack - Springfield & 79th,10,13,-3,23
1114.0,Public Rack - Montrose Ave & Lavergne Ave,12,11,1,23
CHI01132,Public Rack - Throop St & 58th St,11,12,-1,23
CHI02221,Woodlawn Ave & 103rd St,13,10,3,23
902,Public Rack - Hoyne Ave & 110th Pl,13,10,3,23
CHI01655,Public Rack - Lynch & Elston,8,15,-7,23
CHI01223,Public Rack - Lowe Park,7,15,-8,22
755,Public Rack - Kedzie Ave & 64th St - SE,9,13,-4,22
801,Public Rack - N Narragansett Ave & Grand Ave,11,11,0,22
CHI01289,Public Rack - Kedzie Ave & 58th St,9,13,-4,22
339,Sacramento Ave & Pershing Rd,12,10,2,22
1116.0,Public Rack - Oak Park Ave & Foster Ave,11,11,0,22
CHI01095,Public Rack - Central Park Ave & Fillmore St,11,11,0,22
915,Public Rack - Laflin St & 51st St,13,9,4,22
CHI00727,Public Rack - Houston Ave & 131st St,9,13,-4,22
24418,Michigan Ave & 108th St,14,8,6,22
24356,Halsted St & 93rd St,12,10,2,22
CHI01202,Public Rack - Central Ave & North Ave,12,10,2,22
996,Public Rack - Ashland Ave & 63rd St,10,12,-2,22
719,Public Rack - Ashland Ave & 76th St,10,12,-2,22
737,Public Rack - Chappel Ave & 71st St,10,12,-2,22
CHI01413,Public Rack - Exchange Ave & 73rd Pl,10,11,-1,21
CHI00985,Public Rack - Spaulding Ave & Foster Ave,11,10,1,21
629,Public Rack - Michigan Ave & 96th St,16,5,11,21
CHI01565,Public Rack - Irving Park Rd & Parkside Ave,12,9,3,21
CHI01522,Public Rack - Lawndale Ave & 23rd St,10,11,-1,21
1210.0,Public Rack - Cicero & Rosemont,11,10,1,21
CHI01228,Public Rack - Talman Ave & 51st St,10,11,-1,21
CHI01649,Public Rack - Nordica & Archer,10,11,-1,21
CHI01071,Public Rack - N Narragansett Ave & Grand Ave,10,11,-1,21
927,Public Rack - Michigan Ave & 119th St,11,10,1,21
1047,Public Rack - Maplewood Ave & 47th St,10,11,-1,21
1043,Public Rack - Loomis Blvd & 47th St,10,11,-1,21
403,Kildare Ave & 55th St,17,4,13,21
956,Public Rack - King Dr & Oakwood Blvd,9,12,-3,21
481,Public Rack - Chase Ave & Touhy Ave - NW,10,10,0,20
1061,Public Rack - Central Park Ave & Fulton Blvd,10,10,0,20
CHI02194,California Blvd & 29th St,13,7,6,20
1087.0,Public Rack - Sayre Ave & 59th St,10,10,0,20
973,Public Rack - Halsted St & 113th St,10,10,0,20
690,Public Rack - Western Ave & 106th St - East,11,9,2,20
826,Public Rack - Harding Ave & 47th St,9,11,-2,20
533,Public Rack - Avers Ave & Ogden Ave,10,10,0,20
CHI00826,S Wentworth Ave & W 111th St,14,6,8,20
CHI02257,Perry St & 119th St,8,12,-4,20
CHI01606,Public Rack - Bryn Mawr Ave & Milwaukee Ave,9,11,-2,20
CHI02009,STAFF & VISITORS @ West Chicago Warehouse,9,11,-2,20
CHI01675,Public Rack - Wilbur Wright College South,11,9,2,20
CHI01029,Public Rack - Newcastle Ave & Belmont Ave,9,10,-1,19
25437,Halsted St & 119th St,11,8,3,19
CHI01215,Public Rack - Hamlin Ave & Grand Ave,9,10,-1,19
CHI01590,Public Rack - Elston Ave & Gunnison St,9,10,-1,19
CHI00680,Public Rack - Eli Whitney Public School,8,11,-3,19
24252,Lavergne Ave & 44th St,9,10,-1,19
1090.0,Public Rack - Minuteman Park,10,9,1,19
CHI01264,Public Rack - Bishop St & 46th St,9,10,-1,19
CHI01645,Public Rack - Harlem & Summerdale,9,10,-1,19
CHI01265,Public Rack - Legler Regional Library,10,9,1,19
1189.0,Public Rack - Neva & Foster,9,10,-1,19
CHI02339,Public Rack - Burnham Shores Park,8,11,-3,19
1234.0,Public Rack - Linder & 51st,9,10,-1,19
CHI02398,North Ave Beach Public Rack - 1,9,10,-1,19
819,Public Rack - Robert Fulton Elementary School,12,7,5,19
CHI01636,Public Rack - Oketo & Northwest Hwy,9,10,-1,19
000-CHI01831,Kedzie Ave & Jackson Blvd,9,10,-1,19
823,Public Rack - Kedzie Ave & 54th St - SE,10,9,1,19
522,Public Rack - Lawndale Ave & Polk St,10,9,1,19
24425,Aberdeen St & 103rd St,9,10,-1,19
1149.0,Public Rack - Lemont Ave & Keating Ave,10,9,1,19
922,Public Rack - 10101 S Stony Island Ave,8,11,-3,19
568,Public Rack - Central Ave & North Ave,8,11,-3,19
CHI01002,Public Rack - Chopin Park,8,10,-2,18
CHI01252,Public Rack - Kildare Ave & Washignton Blvd,9,9,0,18
CHI00994,Public Rack - Nagle Ave & Belmont Ave,6,12,-6,18
CHI01118,Public Rack - Harper Ave & 63rd St,8,10,-2,18
1069,Public Rack - Komensky Ave & 26th St,7,11,-4,18
CHI01538,Public Rack - 63rd St and Nagle Ave,9,9,0,18
CHI01564,Public Rack - Irving Park Rd & Austin Ave,9,9,0,18
CHI01596,Public Rack - William J Onahan Public School,10,8,2,18
CHI01635,Public Rack - Harlem & Palatine,10,8,2,18
1148.0,Public Rack - Pulaski Rd & Stevens Ave,9,9,0,18
CHI01115,Public Rack - Martin Luther King Dr & 69th St,10,8,2,18
CHI00744,Public Rack - Wentworth Ave & 103rd St,8,10,-2,18
672,Public Rack - Buffalo Ave & 133rd St,10,8,2,18
CHI00666,Public Rack - Lawndale Ave & Polk St,9,9,0,18
1014,Public Rack - Richmond St & Thorndale Ave,8,10,-2,18
1168.0,Public Rack - Hiawatha Ave & Minnehaha Ave,9,9,0,18
1056,Public Rack - Sawyer Ave & Chicago Ave,7,11,-4,18
CHI00952,Public Rack - Chase Ave & Touhy Ave - NW,9,9,0,18
332.0,Harding Ave & 26th St,11,7,4,18
CHI01100,Public Rack - Linder Ave & Archer Ave,9,9,0,18
CHI01211,Public Rack - Hamlin Ave & Chicago Ave,8,10,-2,18
CHI01654,Public Rack - Northwest Hwy & Bryn Mawr,8,10,-2,18
792,Public Rack - Menard Ave & Adams Blvd,8,10,-2,18
407,Tripp Ave & 65th St,9,9,0,18
CHI01387,Public Rack - Pullman - Planet Fitness,8,9,-1,17
CHI01204,Public Rack - Nordica Ave & Addison St,8,9,-1,17
CHI01663,Public Rack - Wentworth Park,8,9,-1,17
CHI01625,Public Rack - Hiawatha Ave & Minnehaha Ave,6,11,-5,17
Corral 6,Market Days Scooter Corral,10,7,3,17
1188.0,Public Rack - Harlem & Summerdale,10,7,3,17
830,Public Rack - Pulaski & 52nd,9,8,1,17
24353,Halsted St & 83rd St,9,8,1,17
786,Public Rack - Emerald Ave & 45th St,10,7,3,17
764,Public Rack - Kedvale Ave & 63rd St E,7,10,-3,17
CHI01187,Public Rack - Halsted St & 102nd St,8,9,-1,17
CHI01603,Public Rack - Mason Ave & Milwaukee Ave,8,9,-1,17
CHI01270,Public Rack - Cottage Grove & 86th St,8,9,-1,17
CHI00972,Public Rack - Cicero Ave & Wrightwood Ave,7,10,-3,17
615,Public Rack - Avenue J & 106th St,8,9,-1,17
1065,Public Rack - Homan Ave & Roosevelt,9,8,1,17
679,Public Rack - Western Ave & 111th St - SW,13,4,9,17
1020,Public Rack - Hamlin Ave & Madison St,8,9,-1,17
CHI01296,Public Rack - Ashland Ave & 46th St,9,8,1,17
CHI02336,Public Rack - Clark Square Park,8,9,-1,17
363.0,Tripp Ave & 15th St,10,7,3,17
891,Public Rack - Marquette Ave & 83rd St,8,8,0,16
1191.0,Public Rack - Central & Berteau,7,9,-2,16
952,Public Rack - Lake Shore Dr & Hayes Dr,8,8,0,16
831,Public Rack - Kolin Ave & Archer Ave,7,9,-2,16
1179.0,Public Rack - Oketo & Northwest Hwy,8,8,0,16
918,Public Rack - Pullman Community Center,7,9,-2,16
798,Public Rack - Menard Ave & Agusta Blvd,8,8,0,16
CHI01303,Public Rack - Commercial Ave & 89th St,8,8,0,16
CHI00807,S Aberdeen St & W 106th St,15,1,14,16
CHI01462,Public Rack - Ashland Ave & 63rd St,7,9,-2,16
24417,State St & 111th St,10,6,4,16
CHI01385,Public Rack - Pullman - Walmart,8,8,0,16
CHI01612,Public Rack - Ozanam Ave & Devon Ave,6,10,-4,16
CHI01680,Public Rack - California & 87th,7,9,-2,16
24431,Laflin St & 115th St,8,8,0,16
CHI01020,Public Rack - Cicero Ave & Roscoe St,9,7,2,16
727,Public Rack - Normal Ave & 72nd St,9,7,2,16
744,Public Rack - Halsted St & 64th St,13,3,10,16
975,Public Rack - Perry Ave & 111th St,7,9,-2,16
CHI01577,Public Rack - Nordica Ave & Higgins Ave,8,8,0,16
CHI01530,Public Rack - 85th Pl & Pulaski Rd,8,8,0,16
869,Public Rack - Homan Ave & 26th St,8,8,0,16
946,Public Rack - Vincennes Ave & 77th St,8,7,1,15
667,Public Rack - Jeffery Blvd & 83rd St,8,7,1,15
478,Public Rack - California Ave & Touhy Ave - SW,7,8,-1,15
CHI01317,Public Rack - Lafayette Ave & 87th St - NW,6,9,-3,15
1078.0,Public Rack - 85th Pl & Pulaski Rd,7,8,-1,15
936,Public Rack - Houston Ave & 130th St,8,7,1,15
CHI00690,Public Rack - Laramie Ave & Fullerton Ave,7,8,-1,15
800,Public Rack - Harriet E Sayre Public School,6,9,-3,15
CHI01099,Public Rack - Damen Ave & 47th St,7,8,-1,15
538,Public Rack - Karlov Ave & 26th St,6,9,-3,15
CHI00720,Public Rack - Ozark Ave & Addison St,8,7,1,15
CHI01731,Public Rack - Central & Berteau,8,7,1,15
919,Public Rack - Pullman - Walmart,6,9,-3,15
686,Public Rack - Kedzie & 103rd St - W,11,4,7,15
1170.0,Public Rack - Ottowa Ave & Touhy Ave,7,8,-1,15
908,Public Rack - Normal Blvd & 61st Pl,7,8,-1,15
943,Public Rack - Paxton Ave & 79th St,8,7,1,15
24440,Halsted St & 123rd St,8,7,1,15
1166.0,Public Rack - Minnehaha Ave & Devon Ave,9,6,3,15
1243.0,Public Rack - Ford City Mall,5,10,-5,15
790,Public Rack - Central Ave & Adams St,8,7,1,15
CHI01716,Public Rack - Neola & Northwest Hwy,8,7,1,15
741,Public Rack - The Montessori School of Englewood,9,6,3,15
CHI01288,Public Rack - Austin Ave & Wellington Ave,8,7,1,15
886,Public Rack - Laflin St & 79th St,7,8,-1,15
626,Public Rack - Halsted St & 95th St - SW,11,4,7,15
CHI01367,Public Rack - Hoyne Ave & 110th Pl,7,8,-1,15
367,Mayfield & Roosevelt Rd,9,6,3,15
CHI01624,Public Rack - Leoti Ave & Central Ave (south),7,7,0,14
1042,Public Rack - Laflin St &51st ST,7,7,0,14
CHI00749,Public Rack - Oglesby Ave & 95th St,7,7,0,14
CHI00947,Public Rack - California Ave & Touhy Ave - NW,5,9,-4,14
CHI00667,Public Rack - Pulaski Rd & Roosevelt Rd,6,8,-2,14
CHI01306,Public Rack - Halsted St & 95th St - SE,5,9,-4,14
CHI01369,Public Rack - Walden Pkwy & 99th St,7,7,0,14
851,Public Rack - Kostner Ave & Lake St,6,8,-2,14
CHI01182,Public Rack - Racine Ave & 74th St,5,9,-4,14
CHI01206,Public Rack - Ewing Ave & 99th St,7,7,0,14
CHI00707,Public Rack - Austin Ave & Wrightwood Ave,7,7,0,14
1060,Public Rack - Homan Ave & Lake St,8,6,2,14
1117.0,Public Rack - Nordica Ave & Higgins Ave,8,6,2,14
760,Public Rack - Kedzie Ave & 64th St - SW,6,8,-2,14
1086.0,Public Rack - 63rd St and Nagle Ave,6,8,-2,14
CHI01142,Public Rack - Midway Orange Line,8,6,2,14
1190.0,Public Rack - Neenah & Dakin,7,7,0,14
CHI01344,Public Rack - Racine Ave & 109th Pl,7,7,0,14
839,Public Rack - Kedzie Ave & Pershing Rd,7,7,0,14
CHI02338,Public Rack - Elliott Park,7,7,0,14
CHI01159,Public Rack - Torrence Ave & 98th St,8,6,2,14
371,Kildare Ave & Chicago Ave,12,2,10,14
691,Public Rack - Western Ave & 105th St,7,6,1,13
CHI01517,Public Rack - Homan Ave & Roosevelt,5,8,-3,13
890,Public Rack - Colfax Ave & 83rd St,10,3,7,13
949,Public Rack - Kingston Ave & 75th St,6,7,-1,13
24430,Eggleston Ave & 111th St,7,6,1,13
734,Public Rack - South Shore High School,7,6,1,13
1154.0,Public Rack - Ozanam Ave & Devon Ave,6,7,-1,13
1017,Public Rack - Foster Ave & Drake Ave,6,7,-1,13
368.0,Tripp Ave & 31st St,7,6,1,13
CHI01281,Public Rack - Cottage Grove & 84th St,7,6,1,13
1097.0,Public Rack - Meade Ave & Archer Ave,5,8,-3,13
CHI01533,Public Rack - Rockwell Ave & 71st St,6,7,-1,13
CHI02324,Sacramento Ave & Polk St,10,3,7,13
934,Public Rack - Kostner Ave & 16th St,7,6,1,13
532,Public Rack - Central Park Ave & Ogden Ave,4,9,-5,13
CHI02341,Public Rack - Dawes Park North,6,7,-1,13
CHI00759,Public Rack - Mackinaw Ave & 108th St,6,7,-1,13
1193.0,Public Rack - Neola & Northwest Hwy,6,7,-1,13
Corral 16,LaSalle St & Washington St Corral S,7,6,1,13
581,Public Rack - Baltimore Ave & 133rd St,8,5,3,13
CHI01052,Public Rack - Rockwell & 111th St,7,6,1,13
912,Public Rack - Halsted St & 41st St,6,7,-1,13
816,Public Rack - State St & 47th st,7,6,1,13
CHI01210,Public Rack - Menard Ave & Adams Blvd,5,8,-3,13
CHI01566,Public Rack - Irving Park Rd & Melvina Ave,6,7,-1,13
1215.0,Public Rack - Avers & Granville,6,7,-1,13
526,Public Rack - Legler Regional Library,6,7,-1,13
1169.0,Public Rack - Brooks Park,6,6,0,12
799,Public Rack - Newcastle Ave & Belden Ave,6,6,0,12
1173.0,Public Rack - Octavia Ave & Touhy Ave,5,7,-2,12
1089.0,Public Rack - Normandy Ave & Archer Ave,6,6,0,12
1099.0,Public Rack - Leland Ave & Melvina Ave,6,6,0,12
842,Public Rack - Ashland Ave & 46th St,6,6,0,12
762,Public Rack - Kenneth Ave & 63rd St W,6,6,0,12
CHI01611,Public Rack - Pratt Ave & Odell Ave,6,6,0,12
CHI01589,Public Rack - Elston Ave & Kenneth Ave,6,6,0,12
1162.0,Public Rack - Leoti Ave & Central Ave (north),6,6,0,12
840,Public Rack - Marshfield Ave & 45th St,6,6,0,12
CHI01463,Public Rack - Michigan Ave & 67th St,6,6,0,12
986,Public Rack - Clyde Ave & 87th St,11,1,10,12
CHI01040,Public Rack - Brandon Ave & 91st St,6,6,0,12
CHI01693,Public Rack - Kostner & Bryn Mawr,7,5,2,12
CHI01257,Public Rack - Harriet E Sayre Public School,5,7,-2,12
887,Public Rack - Halsted St & 80th St,7,5,2,12
717,Public Rack - Mackinaw Ave & 85th St,7,5,2,12
CHI01622,Public Rack - Devon Ave & Central Ave,6,6,0,12
709,Public Rack - Halsted St & 94th St,6,6,0,12
CHI01406,Public Rack - Stony Island & 87th St,6,6,0,12
302,Lamon Ave & Chicago Ave,5,7,-2,12
24410,State St & 127th St,5,7,-2,12
CHI01658,Public Rack - Parkside & Archer,6,6,0,12
CHI01198,Public Rack - McVicker Ave & Grand Ave,6,6,0,12
CHI01499,Public Rack - Hoyne Ave & 51st St,4,8,-4,12
CHI01493,Public Rack - Kedzie Ave & 61st Pl W,6,6,0,12
1135.0,Public Rack - Higgins Ave & Neva Ave,5,7,-2,12
329.0,Central Park Ave & Douglas Blvd,6,6,0,12
CHI01116,Public Rack - Peoria St & 60th St,5,7,-2,12
940,Public Rack - Stony Island & 87th St,5,6,-1,11
CHI01687,Public Rack - Linder & 51st,4,7,-3,11
1136.0,Public Rack - William J Onahan Public School,3,8,-5,11
920,Public Rack - Pullman - Ross Dress for Less,6,5,1,11
1165.0,Public Rack - Devon Ave & Central Ave,6,5,1,11
1264.0,Public Rack - Homan & 79th,6,5,1,11
619,Public Rack - Vincennes Ave & 95th St,5,6,-1,11
24411,Parnell Ave & 127th St,7,4,3,11
CHI01164,Public Rack - Avenue M & 132nd St,5,6,-1,11
835,Public Rack - Pulaski Rd & 41st,3,8,-5,11
CHI02222,Michigan Ave & 118th St,10,1,9,11
829,Public Rack - Pulaski Rd & 51st Rd,6,5,1,11
825,Public Rack - Kedzie Ave & 54th St - SW,6,5,1,11
24409,Indiana Ave & 133rd St,4,7,-3,11
785,Public Rack - Princeton Ave & 43rd St,4,7,-3,11
CHI01607,Public Rack - Kedvale Ave & Peterson Ave,5,6,-1,11
CHI01382,Public Rack - Wood St & 47th St,4,7,-3,11
CHI01274,Public Rack - Keeler Ave & 26th St,5,6,-1,11
CHI01178,Public Rack - Langley Ave & 79th St,6,5,1,11
CHI01435,Public Rack - Lawndale Ave & 63rd St,5,6,-1,11
CHI01074,Public Rack - Wabash Ave & 87th St,5,6,-1,11
1093.0,Public Rack - 61st St & Melvina Ave,7,4,3,11
CHI01418,Public Rack - Vincennes Ave & 77th St,5,6,-1,11
CHI01487,Public Rack - Pulaski Rd & 65th St,5,6,-1,11
CHI00996,Public Rack - Halsted St & 95th St - SW,5,6,-1,11
CHI01494,Public Rack - Talman Ave & Pershing Rd,6,5,1,11
CHI01623,Public Rack - Minnehaha Ave & Devon Ave,5,6,-1,11
710,Public Rack - Lafayette Ave & 87th St - NW,4,7,-3,11
676,Public Rack - Trumbull Ave & 111th St,6,5,1,11
811,Public Rack - Nordica Ave & Addison St,5,5,0,10
640,Public Rack - Morgan St & 87th St,5,5,0,10
496,Public Rack - Kedvale Ave & Avondale Ave,4,6,-2,10
1081.0,Public Rack - Rockwell Ave & 71st St,5,5,0,10
CHI01630,Public Rack - Octavia Ave & Touhy Ave,4,6,-2,10
CHI01297,Public Rack - Kedzie Ave & Archer Ave,5,5,0,10
1167.0,Public Rack - Leoti Ave & Central Ave (south),5,5,0,10
1144.0,Public Rack - Miami Ave & Milwaukee Ave,5,5,0,10
687,Public Rack - Mt Greenwood Library - South,6,4,2,10
CHI01631,Public Rack - Osceola Ave & Touhy Ave,4,6,-2,10
683,Public Rack - Western Ave & 116th St,5,5,0,10
CHI01021,Public Rack - Menard Ave & Agusta Blvd,5,5,0,10
CHI01453,Public Rack - Western Ave & 107th St,5,5,0,10
366.0,Spaulding Ave & 16th St,8,2,6,10
CHI01608,Public Rack - Pulaski Rd & Stevens Ave,5,5,0,10
898,Public Rack - Western Ave & 111th St - SE,7,3,4,10
CHI01275,Public Rack - Kedzie Ave & 54th St - SE,4,6,-2,10
739,Public Rack - 63rd & Western Ave N,4,6,-2,10
989,Public Rack - 10557 S Western Ave,7,3,4,10
1174.0,Public Rack - Osceola Ave & Touhy Ave,5,5,0,10
CHI01454,Public Rack - Western Ave & 110th St,5,5,0,10
685,Public Rack - Kedzie & 103rd St - East,5,5,0,10
CHI01013,Public Rack - Newcastle Ave & Belden Ave,5,5,0,10
476,Public Rack - Francisco Ave & Touhy Ave,5,5,0,10
CHI01121,Public Rack - Cicero Ave & Altgeld St,4,6,-2,10
CHI01179,Public Rack - Cottage Grove Ave & 92nd St,5,5,0,10
CHI01595,Public Rack - Higgins Ave & Neva Ave,5,5,0,10
CHI01597,Public Rack - Nina Ave & Avondale Ave,5,5,0,10
CHI00990,Public Rack - Menard Ave & Grand Ave,5,5,0,10
828,Public Rack - Archer Park,3,7,-4,10
879,Public Rack - Cottage Grove Ave & 89th Pl,5,5,0,10
CHI01393,Public Rack - Michigan Ave & 119th St,5,5,0,10
1096.0,Public Rack - Austin Ave & Archer Ave,6,4,2,10
CHI00997,Public Rack - Langley Ave & 105th Pl,4,6,-2,10
978,Public Rack - Ave N & 106th St,5,4,1,9
CHI01461,Public Rack - King Dr & 71st St,4,5,-1,9
CHI01400,Public Rack - Kostner Ave & 16th St,4,5,-1,9
921,Public Rack - Pullman - Planet Fitness,6,3,3,9
977,Public Rack - Halsted St & 109th St,4,5,-1,9
CHI01391,Public Rack - Bensley Ave & 103rd St,5,4,1,9
735,Public Rack - Stony Is Ave & 73rd St,5,4,1,9
CHI00945,Public Rack - California Ave & Touhy Ave - midblock,4,5,-1,9
CHI01373,Public Rack - Normal Blvd & 61st Pl,5,4,1,9
1037,Public Rack - Homan Ave & 62nd Pl,4,5,-1,9
1241.0,Public Rack - Harlem and W. 59th,3,6,-3,9
889,Public Rack - Ingleside Ave & 79th St,5,4,1,9
CHI00686,Public Rack - Linder Ave & Belmont Ave,4,5,-1,9
824,Public Rack - Avers Ave & Archer Ave,4,5,-1,9
301,Monticello Ave & Chicago Ave,6,3,3,9
692,Public Rack - Western Ave & 104th St - East,6,3,3,9
CHI01702,Public Rack - Cicero & Rosemont,4,5,-1,9
CHI01286,Public Rack - Al Raby School,4,5,-1,9
769,Public Rack - Peoria St & 60th St,7,2,5,9
791,Public Rack - Mason Ave & Roosevelt Rd,5,4,1,9
1184.0,Public Rack - Ozman & Talcott,4,5,-1,9
CHI01260,Public Rack - 2302 S Pulaski Rd,4,5,-1,9
853,Public Rack - Keeler Ave & Madison St S,6,3,3,9
24433,Eggleston Ave & 115th St,4,5,-1,9
CHI01390,Public Rack - Torrence Ave & 103rd St,5,4,1,9
774,Public Rack - Christiana Ave & 55th St,5,4,1,9
1068,Public Rack - Kedvale Ave & 26th St,6,3,3,9
CHI01220,Public Rack - Bell Ave & 95th St,4,5,-1,9
677,Public Rack - Rockwell & 111th St,2,7,-5,9
CHI01705,Public Rack - Leader & Caldwell,4,5,-1,9
CHI01184,Public Rack - Kolin Ave & Archer Ave,5,4,1,9
CHI00668,Public Rack - Kedzie Ave & Arthington St,4,5,-1,9
664,Public Rack - Cottage Grove & 84th St,3,6,-3,9
982,Public Rack - Ewing Ave & 95th St,4,5,-1,9
1252.0,Public Rack - Troy & 71st,4,5,-1,9
1281.0,Public Rack - Wilbur Wright College North,4,5,-1,9
701,Public Rack - Stony Island & 95th St,4,5,-1,9
CHI01347,Public Rack - Maryland Ave & 87th ST,4,5,-1,9
CHI01725,Public Rack - S. New England/ W. 65th,4,5,-1,9
1038,Public Rack - Kedzie Ave & 62nd Pl,5,4,1,9
617,Public Rack - Morgan St & 95th St,7,2,5,9
703,Public Rack - Marshfield Ave & 87th St,5,4,1,9
CHI01473,Public Rack - Kostner Ave & Wrightwood Ave,6,3,3,9
CHI01534,Public Rack - 63rd St and Natoma Ave,4,4,0,8
1063,Public Rack - Independence Blvd & Roosevelt,4,4,0,8
613,Public Rack - Ewing Ave & 105th St,3,5,-2,8
1066,Public Rack - St Louis Ave & Flournoy St,3,5,-2,8
338,California Ave & 36th St,6,2,4,8
609,Public Rack - Calumet Ave & 103rd St,3,5,-2,8
307,Leamington Ave & Hirsch St,2,6,-4,8
1233.0,Public Rack - McVicker & 52nd,4,4,0,8
1185.0,Public Rack - W. Talcott & N. Oriole,4,4,0,8
CHI01602,Public Rack - Haft Ave & Milwaukee Ave,2,6,-4,8
CHI01323,Public Rack - Wood St & 103rd St,3,5,-2,8
CHI00971,Public Rack - Hamilton Ave & 95th St,3,5,-2,8
CHI00995,Public Rack - Vincennes Ave & 87th St,3,5,-2,8
CHI01599,Public Rack - Northwest Hwy & Raven St,4,4,0,8
CHI01108,Public Rack - Ashland Ave & 76th St,4,4,0,8
CHI01660,Public Rack - Neenah & Archer,3,5,-2,8
818,Public Rack - Back of the Yards Park,4,4,0,8
CHI01378,Public Rack - Halsted St & 41st St,4,4,0,8
25429,Major Taylor Trail & 111th St,2,6,-4,8
901,Public Rack - Hale Ave & 111th St,3,5,-2,8
1254.0,Public Rack - Springfield & 71st,4,4,0,8
CHI01604,Public Rack - Miami Ave & Milwaukee Ave,4,4,0,8
854,Public Rack - Sacramento Blvd & Washington Blvd,4,4,0,8
